username,timestamp,activity_type,source_ip,location,result
user_852,2025-01-02 08:10:42,login,229.62.192.127,Germany,success
user_675,2025-01-20 18:08:14,logout,11.196.114.106,USA,failed
user_761,2025-01-09 20:18:57,logout,212.196.133.12,Japan,failed
user_977,2025-01-19 09:37:22,login,118.23.73.233,Japan,success
user_447,2025-01-27 05:17:46,permission_change,39.82.89.195,Canada,failed
user_946,2025-01-11 01:54:04,database_access,158.226.88.180,Australia,failed
user_221,2025-01-26 10:27:08,permission_change,137.198.238.85,Egypt,failed
user_735,2025-01-04 03:58:22,file_access,126.204.229.101,Egypt,success
user_408,2025-01-05 04:56:25,file_access,243.220.70.142,USA,success
user_178,2025-01-01 14:58:21,permission_change,83.111.26.72,Australia,success
user_627,2025-01-30 14:57:54,login,248.34.55.254,USA,success
user_596,2025-01-22 18:19:50,database_access,160.162.166.168,USA,failed
user_898,2025-01-04 20:44:01,login,249.240.27.230,Australia,failed
user_88,2025-01-14 07:14:58,login,225.111.235.239,USA,failed
user_192,2025-01-08 00:26:28,database_access,90.246.249.117,USA,success
user_420,2025-01-19 08:42:40,login,113.104.52.192,Egypt,failed
user_398,2025-01-01 01:15:22,database_access,55.246.126.64,Canada,failed
user_408,2025-01-28 04:36:55,login,182.212.100.209,Australia,success
user_213,2025-01-04 18:10:23,login,48.175.74.45,Japan,success
user_819,2025-01-17 01:12:57,file_access,178.223.89.144,Canada,success
user_139,2025-01-25 10:47:34,logout,254.17.42.155,Japan,failed
user_593,2025-01-24 18:54:57,login,101.247.55.18,Canada,failed
user_442,2025-01-02 02:00:46,logout,113.84.47.72,USA,success
user_51,2025-01-01 01:35:32,file_access,240.145.23.128,USA,failed
user_816,2025-01-29 11:32:48,login,221.199.64.104,Germany,failed
user_714,2025-01-16 10:03:03,database_access,129.189.204.147,Japan,failed
user_535,2025-01-05 04:55:03,file_access,248.104.179.179,Australia,success
user_335,2025-01-26 07:13:05,permission_change,65.220.149.149,Japan,failed
user_198,2025-01-19 10:11:51,permission_change,218.247.236.255,Australia,failed
user_655,2025-01-20 04:50:47,permission_change,117.81.41.197,USA,failed
user_763,2025-01-12 06:16:06,logout,215.78.152.247,Egypt,success
user_274,2025-01-18 22:36:40,logout,206.180.9.36,Canada,failed
user_484,2025-01-04 21:31:16,login,193.228.187.46,USA,failed
user_272,2025-01-25 16:39:48,database_access,144.135.146.32,Japan,success
user_319,2025-01-03 05:47:46,logout,106.102.167.183,Egypt,success
user_109,2025-01-09 07:48:11,logout,52.82.19.206,Canada,failed
user_876,2025-01-01 03:32:17,login,245.11.68.97,Australia,success
user_60,2025-01-30 14:39:38,logout,255.180.130.164,Germany,success
user_2,2025-01-12 02:15:31,file_access,206.217.209.53,Australia,failed
user_126,2025-01-24 22:31:58,database_access,90.214.17.219,Canada,failed
user_386,2025-01-07 05:07:43,permission_change,88.31.216.171,Canada,success
user_338,2025-01-25 03:00:21,login,182.184.20.246,Germany,failed
user_677,2025-01-03 03:44:52,file_access,47.227.17.52,USA,success
user_627,2025-01-26 00:52:59,database_access,104.146.106.198,Japan,success
user_634,2025-01-14 09:22:48,logout,187.1.98.14,Germany,failed
user_985,2025-01-16 22:56:03,login,241.135.202.0,Germany,success
user_977,2025-01-09 15:03:01,login,10.4.91.108,Canada,failed
user_792,2025-01-09 18:36:23,login,72.59.167.150,Japan,success
user_966,2025-01-15 19:26:46,database_access,211.211.119.169,Egypt,success
user_477,2025-01-10 16:52:49,logout,29.218.201.170,Australia,success
user_187,2025-01-05 03:17:42,permission_change,225.145.152.237,Germany,failed
user_933,2025-01-06 06:29:11,file_access,207.166.58.46,USA,failed
user_69,2025-01-30 01:02:46,file_access,179.165.88.88,USA,success
user_330,2025-01-03 16:07:13,database_access,70.193.216.43,Egypt,failed
user_865,2025-01-07 20:46:24,login,111.59.85.16,Japan,failed
user_958,2025-01-21 08:36:02,logout,42.2.177.221,Egypt,success
user_420,2025-01-15 07:34:25,logout,24.124.114.163,Egypt,success
user_713,2025-01-03 07:21:40,database_access,224.180.7.228,Japan,failed
user_769,2025-01-21 22:31:08,login,117.232.181.19,Japan,failed
user_320,2025-01-04 14:29:08,logout,218.125.10.241,Egypt,failed
user_885,2025-01-29 20:53:33,logout,142.235.32.5,Germany,failed
user_51,2025-01-19 08:33:51,database_access,237.184.75.189,Australia,success
user_387,2025-01-16 21:15:09,permission_change,93.40.7.120,USA,failed
user_397,2025-01-29 20:59:45,login,226.247.160.162,USA,success
user_757,2025-01-12 23:11:44,file_access,48.193.104.95,Canada,failed
user_257,2025-01-14 03:34:23,database_access,78.37.106.227,Germany,success
user_460,2025-01-13 04:04:49,login,112.118.203.123,Egypt,failed
user_99,2025-01-14 02:51:59,logout,77.209.183.44,Germany,success
user_995,2025-01-01 14:43:03,login,114.143.122.235,Germany,failed
user_744,2025-01-26 02:37:43,file_access,25.235.23.221,Australia,success
user_381,2025-01-09 06:04:29,database_access,140.227.225.52,Egypt,failed
user_794,2025-01-06 17:57:00,logout,172.75.174.11,Canada,failed
user_970,2025-01-29 06:40:51,database_access,10.0.164.205,Australia,success
user_240,2025-01-21 03:31:46,login,228.93.38.239,Canada,success
user_200,2025-01-20 02:39:11,login,205.93.14.84,Australia,success
user_487,2025-01-25 10:23:50,database_access,145.106.155.225,Australia,success
user_812,2025-01-05 21:55:55,permission_change,24.119.37.116,Japan,failed
user_357,2025-01-01 02:52:49,logout,232.126.208.136,Japan,failed
user_443,2025-01-08 04:59:41,login,69.26.4.74,Canada,success
user_165,2025-01-06 03:28:36,database_access,69.238.76.166,Canada,failed
user_46,2025-01-23 18:02:27,file_access,55.2.238.0,USA,success
user_742,2025-01-14 11:30:38,login,147.196.38.111,Germany,failed
user_37,2025-01-30 18:37:37,permission_change,2.88.29.149,Canada,failed
user_843,2025-01-17 01:37:29,logout,36.120.255.101,Canada,success
user_315,2025-01-03 10:45:53,login,93.200.201.229,Germany,failed
user_845,2025-01-09 21:59:59,database_access,246.165.17.1,Germany,success
user_526,2025-01-17 18:15:28,logout,38.1.31.253,Egypt,success
user_936,2025-01-23 19:19:50,login,4.77.204.214,Germany,success
user_29,2025-01-21 15:07:42,login,188.60.59.246,Japan,success
user_896,2025-01-05 14:44:26,file_access,3.68.18.49,Japan,failed
user_454,2025-01-01 17:16:37,login,130.57.239.154,USA,success
user_580,2025-01-19 14:13:05,login,211.233.43.192,USA,failed
user_523,2025-01-04 20:06:36,database_access,72.199.189.142,USA,failed
user_696,2025-01-30 17:58:26,database_access,124.220.15.191,Japan,failed
user_276,2025-01-25 16:14:01,login,132.182.66.8,Egypt,success
user_137,2025-01-05 04:59:43,permission_change,195.244.97.154,Egypt,success
user_227,2025-01-19 12:08:40,file_access,15.184.114.150,USA,failed
user_551,2025-01-29 10:25:06,permission_change,61.214.88.117,Germany,success
user_217,2025-01-25 21:33:55,database_access,11.146.118.186,Egypt,success
user_559,2025-01-04 14:02:29,permission_change,169.144.28.7,Egypt,success
user_666,2025-01-11 01:10:53,login,118.241.85.104,Canada,success
user_67,2025-01-25 17:16:47,file_access,86.94.181.234,Canada,success
user_491,2025-01-01 20:57:08,database_access,8.120.34.201,Australia,failed
user_751,2025-01-01 04:27:41,logout,72.227.85.214,Germany,failed
user_648,2025-01-28 17:39:01,file_access,234.237.114.238,Japan,failed
user_896,2025-01-28 01:40:32,database_access,75.196.77.44,Germany,failed
user_295,2025-01-01 09:19:55,database_access,114.34.27.84,USA,success
user_778,2025-01-26 12:35:54,logout,211.173.15.21,Egypt,success
user_334,2025-01-26 07:44:49,file_access,93.28.143.56,Egypt,success
user_102,2025-01-04 13:50:39,permission_change,187.239.25.26,Canada,success
user_739,2025-01-21 19:12:13,logout,24.106.66.165,USA,failed
user_691,2025-01-25 21:38:26,database_access,74.69.240.62,Canada,success
user_130,2025-01-27 07:25:27,login,229.9.242.118,Egypt,success
user_161,2025-01-08 06:39:41,database_access,67.212.54.107,Japan,success
user_596,2025-01-19 10:21:59,login,116.3.42.1,Japan,success
user_18,2025-01-28 15:51:39,login,228.82.140.254,Canada,failed
user_956,2025-01-07 23:28:25,database_access,200.163.236.115,Japan,failed
user_837,2025-01-11 00:53:14,permission_change,27.36.220.45,Canada,failed
user_375,2025-01-28 08:59:34,logout,168.251.65.227,Egypt,failed
user_598,2025-01-18 05:13:58,logout,31.36.10.160,Australia,failed
user_886,2025-01-23 11:19:26,login,205.18.234.131,USA,failed
user_359,2025-01-20 08:33:26,logout,2.88.32.38,Canada,failed
user_4,2025-01-16 21:57:10,login,235.184.239.147,Australia,failed
user_709,2025-01-26 11:07:49,logout,90.16.103.27,Egypt,success
user_170,2025-01-21 06:57:52,login,248.70.206.208,Canada,success
user_218,2025-01-22 07:37:53,permission_change,102.166.205.20,USA,failed
user_740,2025-01-15 09:45:44,database_access,255.97.236.218,Egypt,failed
user_893,2025-01-13 08:17:22,login,153.227.20.144,Germany,success
user_247,2025-01-17 04:31:31,permission_change,40.77.66.249,Japan,failed
user_973,2025-01-22 16:28:53,file_access,178.246.174.187,Canada,success
user_334,2025-01-26 14:26:47,database_access,6.68.76.73,Australia,failed
user_716,2025-01-29 22:24:36,file_access,135.219.65.122,Germany,success
user_81,2025-01-02 17:00:30,permission_change,26.38.195.13,Australia,failed
user_854,2025-01-08 19:38:32,login,76.221.158.60,Japan,success
user_976,2025-01-07 06:27:27,logout,207.163.184.243,Egypt,success
user_252,2025-01-04 04:27:12,permission_change,158.247.237.197,USA,failed
user_403,2025-01-06 20:15:41,file_access,101.202.61.37,Australia,success
user_799,2025-01-07 14:58:59,permission_change,189.199.165.208,Canada,success
user_300,2025-01-20 10:23:28,logout,33.127.42.30,USA,failed
user_59,2025-01-14 09:16:46,permission_change,125.60.178.147,Australia,success
user_964,2025-01-17 06:27:06,login,7.81.10.2,USA,success
user_500,2025-01-19 19:32:20,login,226.75.184.64,USA,success
user_753,2025-01-04 12:04:02,permission_change,31.176.73.13,USA,success
user_662,2025-01-12 04:34:41,file_access,5.8.130.237,Australia,failed
user_873,2025-01-11 21:21:28,logout,49.85.197.105,Canada,success
user_17,2025-01-14 14:11:45,login,19.85.213.223,Egypt,failed
user_111,2025-01-27 18:12:56,database_access,23.59.27.63,Canada,success
user_794,2025-01-14 12:58:31,permission_change,226.41.166.59,Canada,success
user_92,2025-01-30 16:54:52,file_access,83.126.11.90,Australia,success
user_987,2025-01-02 01:27:22,permission_change,212.176.242.72,USA,failed
user_375,2025-01-03 23:22:08,database_access,27.28.226.48,Australia,failed
user_782,2025-01-13 08:59:30,permission_change,66.239.19.164,USA,success
user_69,2025-01-27 02:32:00,permission_change,9.199.27.183,USA,success
user_231,2025-01-18 10:44:57,login,172.222.125.135,USA,success
user_538,2025-01-06 16:28:28,login,187.21.77.189,Japan,failed
user_120,2025-01-24 23:30:24,database_access,66.98.11.186,Japan,failed
user_658,2025-01-18 01:02:39,permission_change,8.153.137.238,Canada,failed
user_944,2025-01-04 16:41:12,login,109.244.80.166,Egypt,success
user_529,2025-01-11 14:10:54,permission_change,91.66.104.182,Japan,failed
user_842,2025-01-05 07:25:29,permission_change,236.171.79.102,USA,success
user_358,2025-01-15 18:53:57,file_access,75.44.76.107,Egypt,failed
user_894,2025-01-05 08:23:00,database_access,182.16.170.172,Australia,failed
user_650,2025-01-17 12:03:06,logout,3.5.251.209,Egypt,success
user_214,2025-01-16 18:18:11,permission_change,214.170.130.120,Canada,success
user_696,2025-01-09 07:22:16,permission_change,130.189.222.58,Egypt,success
user_708,2025-01-12 00:32:42,login,5.34.165.169,Australia,failed
user_486,2025-01-08 19:43:27,login,12.194.0.18,Australia,success
user_389,2025-01-12 13:07:56,login,5.11.85.147,Germany,success
user_515,2025-01-22 16:59:07,login,23.232.35.58,Australia,success
user_924,2025-01-27 20:08:31,login,57.69.124.25,USA,success
user_149,2025-01-05 14:47:29,file_access,32.55.123.170,Japan,failed
user_649,2025-01-19 06:34:09,database_access,251.199.224.127,Japan,failed
user_847,2025-01-23 07:07:32,login,207.26.195.97,USA,success
user_653,2025-01-29 03:52:34,database_access,209.11.254.250,Canada,success
user_760,2025-01-06 13:50:06,login,164.237.175.36,Japan,success
user_548,2025-01-19 13:04:13,login,224.246.96.210,Japan,success
user_309,2025-01-25 06:33:37,login,198.162.236.225,Australia,success
user_160,2025-01-18 06:27:40,file_access,230.193.131.69,Japan,failed
user_357,2025-01-01 11:36:30,permission_change,250.118.70.73,Japan,success
user_314,2025-01-26 23:50:36,login,201.44.67.33,Japan,failed
user_12,2025-01-13 09:30:59,login,202.0.218.40,Germany,success
user_910,2025-01-07 23:14:29,login,149.36.47.203,Germany,failed
user_698,2025-01-24 13:24:31,database_access,213.50.155.246,Australia,failed
user_839,2025-01-04 12:34:06,login,133.228.243.207,Australia,failed
user_70,2025-01-08 18:45:16,database_access,67.66.254.84,Australia,success
user_472,2025-01-18 22:35:33,logout,46.191.52.129,Egypt,success
user_345,2025-01-16 15:42:46,file_access,242.7.100.10,Egypt,failed
user_338,2025-01-19 15:52:19,file_access,10.98.130.29,Australia,failed
user_420,2025-01-27 23:24:31,logout,200.255.182.232,USA,success
user_672,2025-01-20 00:12:09,logout,22.248.157.101,Australia,success
user_697,2025-01-24 09:45:03,permission_change,225.130.58.94,Germany,success
user_620,2025-01-26 05:48:37,file_access,229.118.196.36,Egypt,failed
user_189,2025-01-17 08:59:15,file_access,160.167.186.131,Australia,success
user_741,2025-01-15 20:56:20,logout,145.51.37.22,Germany,success
user_457,2025-01-30 07:09:52,login,233.173.33.229,Germany,failed
user_958,2025-01-16 03:43:02,permission_change,50.30.107.191,Canada,failed
user_0,2025-01-11 19:53:47,database_access,31.114.26.246,Egypt,failed
user_422,2025-01-30 21:36:11,file_access,49.11.244.25,Egypt,failed
user_974,2025-01-16 11:57:32,file_access,77.25.216.110,Egypt,failed
user_454,2025-01-29 13:40:34,permission_change,61.27.81.220,Japan,failed
user_130,2025-01-06 17:28:03,logout,123.17.101.206,Australia,success
user_145,2025-01-24 08:37:02,logout,133.240.86.161,Japan,failed
user_992,2025-01-25 00:25:37,database_access,227.80.136.224,Canada,success
user_96,2025-01-15 20:44:52,permission_change,161.226.65.8,USA,failed
user_171,2025-01-08 18:46:42,logout,1.94.237.251,Japan,success
user_716,2025-01-28 22:08:52,login,236.62.215.196,Japan,failed
user_906,2025-01-18 21:08:12,login,235.83.221.116,Australia,failed
user_491,2025-01-02 10:29:55,logout,50.202.65.13,Japan,success
user_762,2025-01-26 00:24:38,file_access,16.192.250.203,Japan,failed
user_870,2025-01-17 16:38:09,permission_change,183.141.88.98,Japan,success
user_689,2025-01-20 12:33:58,database_access,153.249.177.57,Canada,failed
user_605,2025-01-22 11:38:38,permission_change,243.206.89.177,Egypt,failed
user_670,2025-01-03 13:07:44,file_access,94.42.159.186,Canada,success
user_594,2025-01-08 19:02:52,file_access,171.231.116.238,Japan,failed
user_110,2025-01-03 14:59:50,logout,146.79.179.77,USA,success
user_174,2025-01-30 23:59:39,database_access,23.144.184.110,Egypt,failed
user_22,2025-01-15 07:24:14,logout,72.205.19.211,Canada,success
user_244,2025-01-06 10:23:32,login,144.136.26.0,USA,failed
user_483,2025-01-11 21:24:57,database_access,74.42.186.137,Japan,success
user_131,2025-01-11 08:40:07,database_access,5.245.153.228,Egypt,success
user_862,2025-01-06 04:43:36,logout,81.248.40.212,Germany,success
user_273,2025-01-15 00:32:09,logout,43.240.153.197,Germany,success
user_242,2025-01-07 20:00:43,database_access,192.108.176.55,Australia,success
user_832,2025-01-04 23:11:21,file_access,119.30.31.124,Egypt,success
user_508,2025-01-09 17:35:06,login,166.28.123.32,Australia,success
user_338,2025-01-21 15:56:29,permission_change,192.62.43.35,Canada,failed
user_71,2025-01-22 11:17:10,database_access,35.200.35.124,Egypt,failed
user_663,2025-01-05 22:20:25,permission_change,203.142.178.228,USA,success
user_475,2025-01-14 00:00:10,database_access,204.84.239.160,Canada,success
user_744,2025-01-06 03:53:06,database_access,178.225.108.38,USA,failed
user_115,2025-01-04 05:13:51,database_access,45.172.167.113,Egypt,success
user_349,2025-01-16 07:54:31,database_access,204.133.190.79,Egypt,failed
user_443,2025-01-10 03:50:00,permission_change,119.111.70.187,USA,failed
user_610,2025-01-15 18:49:33,logout,151.81.135.20,Canada,failed
user_499,2025-01-22 13:56:30,login,195.52.18.103,Australia,success
user_228,2025-01-28 01:42:07,permission_change,115.102.141.103,Egypt,failed
user_618,2025-01-26 12:19:37,logout,158.12.76.175,Australia,success
user_483,2025-01-22 18:26:14,login,68.117.100.13,Germany,failed
user_51,2025-01-15 13:40:20,login,119.3.252.136,Canada,failed
user_945,2025-01-19 10:30:27,logout,27.175.132.225,Japan,failed
user_933,2025-01-01 14:31:59,login,28.131.227.150,Australia,failed
user_963,2025-01-10 14:40:13,permission_change,144.50.250.205,Egypt,success
user_518,2025-01-04 18:12:22,login,6.125.174.160,Egypt,failed
user_822,2025-01-12 15:09:18,login,206.17.72.189,Germany,success
user_232,2025-01-16 06:55:42,database_access,165.63.94.170,Canada,failed
user_715,2025-01-23 13:36:33,database_access,193.162.118.69,Canada,failed
user_111,2025-01-30 15:05:40,database_access,246.93.141.33,Canada,success
user_291,2025-01-30 02:01:47,permission_change,70.139.107.174,Australia,success
user_486,2025-01-18 11:37:52,logout,212.155.126.113,Japan,failed
user_35,2025-01-11 20:12:29,permission_change,45.75.54.62,Egypt,success
user_953,2025-01-25 22:45:41,logout,128.108.160.98,Germany,success
user_992,2025-01-13 10:04:24,permission_change,142.118.145.225,Japan,success
user_66,2025-01-27 21:20:15,login,250.90.58.155,USA,success
user_762,2025-01-11 06:11:00,logout,235.10.18.146,Japan,failed
user_805,2025-01-03 20:07:14,logout,77.242.22.176,Germany,failed
user_934,2025-01-06 03:06:51,logout,61.39.174.146,Canada,failed
user_327,2025-01-12 12:42:01,file_access,28.197.59.3,Japan,success
user_817,2025-01-29 10:44:00,database_access,179.64.231.97,Germany,failed
user_787,2025-01-18 10:29:33,logout,165.201.159.175,Canada,success
user_19,2025-01-10 09:47:29,file_access,147.61.113.52,Germany,failed
user_765,2025-01-14 16:47:57,database_access,149.250.173.159,Canada,failed
user_757,2025-01-14 01:12:40,file_access,37.4.114.220,Canada,failed
user_687,2025-01-26 10:58:08,database_access,48.190.146.154,USA,failed
user_44,2025-01-09 14:58:52,database_access,131.16.252.126,Germany,failed
user_616,2025-01-04 10:00:54,login,238.89.148.86,Egypt,success
user_809,2025-01-04 16:23:29,database_access,118.107.243.214,USA,failed
user_501,2025-01-04 17:28:15,login,234.167.239.227,Japan,failed
user_603,2025-01-10 06:08:49,permission_change,193.45.164.220,Egypt,failed
user_75,2025-01-22 00:09:49,file_access,70.3.17.121,Germany,failed
user_65,2025-01-18 11:37:56,login,83.1.188.31,Japan,success
user_45,2025-01-04 18:54:13,login,160.27.152.93,USA,success
user_208,2025-01-30 11:25:55,file_access,60.122.232.20,Canada,failed
user_594,2025-01-11 11:00:33,file_access,61.28.151.21,Canada,success
user_160,2025-01-21 08:24:22,database_access,228.151.168.233,USA,failed
user_628,2025-01-01 02:57:16,permission_change,107.24.227.247,Egypt,failed
user_706,2025-01-25 04:11:53,database_access,171.237.168.15,USA,success
user_861,2025-01-14 06:01:53,database_access,66.192.0.234,Japan,failed
user_258,2025-01-23 10:38:03,login,56.214.166.194,Australia,success
user_235,2025-01-25 20:18:14,database_access,205.250.40.101,Germany,failed
user_571,2025-01-04 01:00:43,logout,226.103.88.195,Egypt,failed
user_814,2025-01-06 20:26:26,permission_change,31.48.244.73,Australia,success
user_561,2025-01-07 14:04:14,file_access,221.237.92.144,Canada,failed
user_146,2025-01-16 07:30:40,database_access,175.176.53.6,Germany,failed
user_856,2025-01-09 01:20:31,database_access,179.192.200.249,Germany,failed
user_320,2025-01-02 13:28:17,database_access,192.23.52.241,Egypt,success
user_631,2025-01-21 18:19:35,file_access,100.72.177.122,Australia,success
user_582,2025-01-09 03:58:12,file_access,200.104.95.240,Egypt,failed
user_234,2025-01-14 02:27:57,permission_change,61.240.84.61,Germany,success
user_453,2025-01-09 06:26:36,file_access,78.223.14.164,Germany,success
user_342,2025-01-22 19:42:01,login,167.230.49.231,USA,failed
user_611,2025-01-17 23:05:30,file_access,36.125.93.179,Egypt,success
user_937,2025-01-01 11:08:21,database_access,76.175.163.108,Canada,success
user_605,2025-01-07 22:37:57,file_access,201.216.147.192,Germany,failed
user_787,2025-01-23 10:54:28,logout,24.202.198.18,Egypt,failed
user_397,2025-01-20 17:45:14,permission_change,123.253.201.72,Egypt,success
user_793,2025-01-18 16:23:23,logout,51.136.118.141,Egypt,failed
user_476,2025-01-20 04:55:42,logout,241.129.118.241,USA,success
user_667,2025-01-19 17:11:34,database_access,201.198.64.34,Australia,failed
user_569,2025-01-30 10:43:59,database_access,146.136.63.140,Canada,failed
user_862,2025-01-27 16:20:56,logout,183.86.150.50,Germany,failed
user_176,2025-01-13 20:08:12,permission_change,167.101.195.10,Japan,failed
user_28,2025-01-03 15:17:18,database_access,161.213.211.41,Japan,failed
user_20,2025-01-04 01:27:18,file_access,122.222.76.161,Canada,failed
user_672,2025-01-16 07:37:13,file_access,76.189.99.175,Canada,failed
user_172,2025-01-21 00:07:44,permission_change,209.107.90.186,Egypt,success
user_502,2025-01-03 16:29:56,login,202.115.86.178,Egypt,success
user_810,2025-01-06 10:55:43,permission_change,128.206.6.99,Canada,failed
user_307,2025-01-02 09:11:39,file_access,145.17.158.247,USA,failed
user_545,2025-01-22 03:05:06,login,109.66.82.184,USA,success
user_556,2025-01-03 00:07:31,logout,156.121.65.0,Germany,success
user_747,2025-01-26 11:22:19,login,59.206.54.112,Germany,failed
user_686,2025-01-16 11:03:37,permission_change,126.238.195.177,Germany,failed
user_217,2025-01-25 23:14:12,login,143.197.62.202,Egypt,success
user_901,2025-01-09 18:43:04,login,248.70.136.87,Germany,success
user_536,2025-01-06 12:08:16,login,74.144.124.208,Germany,failed
user_708,2025-01-26 19:13:43,file_access,183.58.242.16,USA,success
user_947,2025-01-09 04:21:34,login,243.10.218.128,USA,success
user_237,2025-01-06 18:48:33,permission_change,36.172.231.42,Australia,success
user_754,2025-01-02 21:31:03,database_access,149.7.233.253,USA,success
user_244,2025-01-13 15:47:32,file_access,79.124.109.58,Australia,failed
user_189,2025-01-26 11:10:26,login,93.253.181.254,Germany,success
user_159,2025-01-18 10:39:33,file_access,249.150.141.203,Australia,failed
user_827,2025-01-13 01:33:07,login,238.218.95.25,Germany,success
user_452,2025-01-07 01:04:13,file_access,152.14.239.222,USA,failed
user_544,2025-01-07 07:23:45,database_access,45.195.147.47,Japan,success
user_844,2025-01-13 01:46:04,file_access,175.255.111.157,Australia,failed
user_977,2025-01-09 12:12:17,file_access,252.2.89.104,Japan,success
user_198,2025-01-22 22:17:57,login,175.114.0.121,Egypt,success
user_238,2025-01-16 04:03:20,database_access,175.113.126.92,Canada,success
user_482,2025-01-30 14:47:01,database_access,103.212.188.106,Japan,failed
user_582,2025-01-21 13:52:02,database_access,191.41.77.76,Australia,failed
user_82,2025-01-05 09:10:51,logout,201.179.122.13,Germany,failed
user_812,2025-01-11 06:28:32,database_access,123.160.132.52,USA,failed
user_992,2025-01-14 16:37:13,logout,127.4.159.228,USA,success
user_530,2025-01-15 11:08:35,login,127.23.134.203,USA,success
user_168,2025-01-19 13:28:37,permission_change,121.8.2.141,USA,failed
user_723,2025-01-23 18:43:31,login,240.78.45.90,Egypt,failed
user_40,2025-01-07 12:53:44,database_access,74.46.37.175,Japan,success
user_410,2025-01-16 05:56:15,permission_change,102.108.155.48,Australia,failed
user_739,2025-01-10 19:42:41,login,88.113.95.251,Germany,failed
user_179,2025-01-29 02:47:09,database_access,223.248.245.119,Japan,failed
user_589,2025-01-21 12:34:19,login,109.163.247.241,Germany,failed
user_172,2025-01-18 09:14:35,database_access,93.181.222.50,Egypt,failed
user_791,2025-01-11 01:00:56,login,200.188.7.149,Germany,success
user_736,2025-01-28 16:42:44,logout,193.134.197.208,Australia,failed
user_517,2025-01-04 00:48:52,login,230.151.9.127,Australia,success
user_200,2025-01-04 18:19:32,file_access,252.239.185.90,USA,success
user_798,2025-01-16 23:42:15,login,204.251.64.210,Germany,failed
user_225,2025-01-26 10:42:52,permission_change,50.156.25.142,USA,success
user_524,2025-01-09 00:40:42,file_access,58.115.69.109,Japan,failed
user_375,2025-01-17 10:13:44,login,87.255.223.1,Japan,failed
user_886,2025-01-20 12:37:15,logout,164.185.245.133,Germany,success
user_142,2025-01-15 06:50:35,logout,81.155.41.236,Egypt,failed
user_255,2025-01-08 21:53:46,login,75.228.150.179,Germany,success
user_692,2025-01-30 04:11:25,database_access,85.207.19.247,Germany,failed
user_20,2025-01-26 16:43:55,permission_change,26.85.251.62,Canada,success
user_422,2025-01-30 15:28:13,database_access,165.1.197.161,Germany,failed
user_881,2025-01-05 23:12:27,permission_change,132.164.241.41,Japan,success
user_742,2025-01-26 10:13:18,login,21.48.212.65,Canada,failed
user_422,2025-01-24 01:28:05,logout,2.42.147.156,Canada,failed
user_253,2025-01-11 17:28:50,file_access,76.173.26.121,Egypt,failed
user_755,2025-01-21 22:26:56,logout,211.179.125.216,Japan,success
user_231,2025-01-04 01:24:01,login,8.228.137.111,Japan,failed
user_579,2025-01-22 13:38:18,permission_change,224.26.57.82,Egypt,failed
user_480,2025-01-02 03:25:08,logout,241.139.164.193,Australia,failed
user_921,2025-01-25 00:58:55,permission_change,84.228.120.38,Germany,failed
user_477,2025-01-23 06:13:48,logout,57.41.27.34,Germany,success
user_165,2025-01-16 18:32:58,permission_change,57.228.27.9,USA,success
user_303,2025-01-22 03:30:42,permission_change,125.189.34.179,Germany,failed
user_283,2025-01-20 12:03:53,permission_change,230.14.243.195,Australia,success
user_728,2025-01-24 16:49:34,permission_change,105.253.189.229,Japan,failed
user_720,2025-01-12 14:03:45,login,202.128.162.229,Egypt,success
user_652,2025-01-07 04:20:21,login,68.204.206.169,Australia,success
user_264,2025-01-26 05:12:52,login,106.44.42.32,USA,failed
user_559,2025-01-14 15:41:13,logout,52.145.51.248,USA,failed
user_481,2025-01-22 11:36:23,file_access,237.181.196.167,Germany,failed
user_255,2025-01-09 06:51:28,database_access,31.89.138.88,Canada,failed
user_574,2025-01-21 19:54:53,login,194.65.183.24,Germany,success
user_446,2025-01-22 03:27:47,logout,112.207.132.12,Germany,success
user_42,2025-01-15 01:23:56,login,255.61.102.149,Germany,failed
user_823,2025-01-01 01:40:23,file_access,183.113.223.30,Egypt,success
user_355,2025-01-16 22:03:24,file_access,97.237.145.189,USA,success
user_491,2025-01-03 10:59:23,login,127.190.100.171,Germany,failed
user_349,2025-01-12 03:10:23,logout,124.205.95.3,Egypt,failed
user_997,2025-01-02 22:23:10,permission_change,32.35.3.85,Japan,failed
user_18,2025-01-30 16:54:39,permission_change,20.55.49.33,Japan,success
user_561,2025-01-22 12:01:46,database_access,148.76.89.54,Australia,failed
user_865,2025-01-23 01:29:36,permission_change,126.189.112.234,Japan,success
user_642,2025-01-21 09:42:02,login,133.134.205.109,Canada,success
user_992,2025-01-16 04:10:53,database_access,211.108.96.182,USA,failed
user_856,2025-01-19 14:45:20,database_access,123.71.51.37,Germany,success
user_567,2025-01-16 23:45:17,login,199.118.125.112,Germany,failed
user_607,2025-01-29 22:08:29,permission_change,253.7.135.45,Germany,success
user_840,2025-01-15 17:44:54,logout,80.234.29.104,Australia,success
user_798,2025-01-29 13:31:31,permission_change,199.94.43.247,Germany,failed
user_480,2025-01-18 21:16:41,file_access,77.27.86.148,Japan,failed
user_571,2025-01-14 11:10:27,logout,222.80.94.55,USA,success
user_737,2025-01-10 22:09:55,login,47.101.159.166,USA,success
user_33,2025-01-01 17:21:50,permission_change,136.194.144.237,USA,failed
